domain,category_code,category_description,explorer_url
namba.kz,FILE,File-sharing,https://explorer.ooni.org/measurement/20220316T005155Z_webconnectivity_RU_12714_n1_DpICVdwoK5r4tAcQ?input=http%3A%2F%2Fnamba.kz%2F
www.ultrasurf.us,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220412T050012Z_webconnectivity_RU_48642_n1_MJByYEHokpBM84El?input=http%3A%2F%2Fultrasurf.us%2F
weedfarmer.com,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220412T050012Z_webconnectivity_RU_48642_n1_MJByYEHokpBM84El?input=http%3A%2F%2Fweedfarmer.com%2F
www.888casino.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220412T050012Z_webconnectivity_RU_48642_n1_MJByYEHokpBM84El?input=http%3A%2F%2Fwww.888casino.com%2F
ej.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20220817T210911Z_webconnectivity_RU_8402_n1_kInVW3L1ZSnLjcSd?input=http%3A%2F%2Fwww.ej.ru%2F
ipvnews.org,NEWS,News Media,https://explorer.ooni.org/measurement/20220817T210358Z_webconnectivity_RU_35807_n1_9GQT1HuM1DbKNxq5?input=http%3A%2F%2Fipvnews.org%2F
newtimes.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20220817T210658Z_webconnectivity_RU_42511_n1_mxtKYFccWAtJZn7b?input=https%3A%2F%2Fnewtimes.ru%2F
nnmclub.to,FILE,File-sharing,https://explorer.ooni.org/measurement/20220817T210658Z_webconnectivity_RU_42511_n1_mxtKYFccWAtJZn7b?input=https%3A%2F%2Fnnmclub.to%2Fforum%2Fsearch.php%3Fsearch_author%3Dpsycrow17
novayagazeta.eu,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fnovayagazeta.eu
nr2.com.ua,NEWS,News Media,https://explorer.ooni.org/measurement/20220817T210658Z_webconnectivity_RU_42511_n1_mxtKYFccWAtJZn7b?input=https%3A%2F%2Fnr2.com.ua%2F
kinobolt.ru,FILE,File-sharing,https://explorer.ooni.org/measurement/20220817T210358Z_webconnectivity_RU_35807_n1_9GQT1HuM1DbKNxq5?input=http%3A%2F%2Fkinobolt.ru%2F
www.uniongang.net,FILE,File-sharing,https://explorer.ooni.org/measurement/20220717T215637Z_webconnectivity_RU_35807_n1_oGQoi01L8XcXGX7G?input=http%3A%2F%2Fwww.uniongang.net%2F
www.aceshigh.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220412T050012Z_webconnectivity_RU_48642_n1_MJByYEHokpBM84El?input=http%3A%2F%2Fwww.aceshigh.com%2F
www.shram.kiev.ua,SRCH,Search Engines,https://explorer.ooni.org/measurement/20220412T050534Z_webconnectivity_RU_47684_n1_cmwwbMZMzTuyiwqu?input=http%3A%2F%2Fwww.shram.kiev.ua%2F
lib.rus.ec,CULTR,Culture,https://explorer.ooni.org/measurement/20220817T210358Z_webconnectivity_RU_35807_n1_9GQT1HuM1DbKNxq5?input=http%3A%2F%2Flib.rus.ec%2F
anonymouse.org,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220801T000319Z_webconnectivity_RU_42668_n1_Uml5bgHwNF30bK30?input=http%3A%2F%2Fanonymouse.org%2F
beeg.com,PORN,Pornography,https://explorer.ooni.org/measurement/20220818T180820Z_webconnectivity_RU_42511_n1_mooGCosltHRFx9Tm?input=https%3A%2F%2Fbeeg.com%2F
www.carnivalcasino.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220101T000020Z_webconnectivity_RU_12389_n1_JsmEkt2BwDWwOFox?input=http%3A%2F%2Fwww.carnivalcasino.com%2F
www.casinotropez.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220101T000020Z_webconnectivity_RU_12389_n1_JsmEkt2BwDWwOFox?input=http%3A%2F%2Fwww.casinotropez.com%2F
anonymizer.ru,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220412T050012Z_webconnectivity_RU_48642_n1_MJByYEHokpBM84El?input=http%3A%2F%2Fwww.anonymizer.ru%2F
www.spinpalace.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220111T112734Z_webconnectivity_RU_12389_n1_X39YAXpMqKpqmPLN?input=http%3A%2F%2Fwww.spinpalace.com%2F
www.roxypalace.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220111T112734Z_webconnectivity_RU_12389_n1_X39YAXpMqKpqmPLN?input=http%3A%2F%2Fwww.roxypalace.com%2F
www.weedy.be,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220111T115954Z_webconnectivity_RU_15774_n1_DY7btg4IGophs8cq?input=http%3A%2F%2Fwww.weedy.be%2F
www.cannaweed.com,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220111T115954Z_webconnectivity_RU_15774_n1_DY7btg4IGophs8cq?input=http%3A%2F%2Fwww.cannaweed.com%2F
www.sex.com,PORN,Pornography,https://explorer.ooni.org/measurement/20220111T115954Z_webconnectivity_RU_15774_n1_DY7btg4IGophs8cq?input=http%3A%2F%2Fwww.sex.com%2F
www.minjust.net,NEWS,News Media,https://explorer.ooni.org/measurement/20220215T083820Z_webconnectivity_RU_15640_n1_oSG7T92rs4OgUGKk?input=http%3A%2F%2Fwww.minjust.net%2F
bluesystem.info,LGBT,LGBT,https://explorer.ooni.org/measurement/20221001T202315Z_webconnectivity_RU_35807_n1_Gk6QDWutP8YsbFOw?input=http%3A%2F%2Fbluesystem.info%2F
bluesystem.ru,LGBT,LGBT,https://explorer.ooni.org/measurement/20221001T202315Z_webconnectivity_RU_35807_n1_Gk6QDWutP8YsbFOw?input=http%3A%2F%2Fbluesystem.ru%2F
www.khilafah.com,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220817T211911Z_webconnectivity_RU_8402_n1_Uh4YuEbhzJYvpoZm?input=http%3A%2F%2Fwww.khilafah.com%2F
www.ned.org,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220603T115944Z_webconnectivity_RU_12389_n1_gsYotthKD4YKNpho?input=http%3A%2F%2Fwww.ned.org%2F
rutracker.org,FILE,File-sharing,https://explorer.ooni.org/measurement/20220117T071622Z_webconnectivity_RU_3216_n1_WHtJuOAUlHDUnHmu?input=http%3A%2F%2Frutracker.org%2Fforum%2Findex.php%2F
censor.net.ua,NEWS,News Media,https://explorer.ooni.org/measurement/20220117T074447Z_webconnectivity_RU_12389_n1_VD9CWrw5yi7jq347?input=http%3A%2F%2Fcensor.net.ua%2F
drugs-forum.com,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220801T000319Z_webconnectivity_RU_42668_n1_Uml5bgHwNF30bK30?input=http%3A%2F%2Fdrugs-forum.com%2F
megatfile.cc,FILE,File-sharing,https://explorer.ooni.org/measurement/20220817T210358Z_webconnectivity_RU_35807_n1_9GQT1HuM1DbKNxq5?input=http%3A%2F%2Fmegatfile.cc%2F
milli-mejlis.blogspot.com,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220817T210358Z_webconnectivity_RU_35807_n1_9GQT1HuM1DbKNxq5?input=http%3A%2F%2Fmilli-mejlis.blogspot.com%2F
www.betfair.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220412T050012Z_webconnectivity_RU_48642_n1_MJByYEHokpBM84El?input=http%3A%2F%2Fwww.betfair.com%2F
baskino.me,FILE,File-sharing,https://explorer.ooni.org/measurement/20220701T135759Z_webconnectivity_RU_25490_n1_3ohUrsGhMMWLpv2x?input=http%3A%2F%2Fbaskino.me%2F
compromat.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T140924Z_webconnectivity_RU_35807_n1_wHiv5MNNSXkSQ72i?input=http%3A%2F%2Fwww.compromat.ru%2F
pornolab.net,PORN,Pornography,https://explorer.ooni.org/measurement/20221029T230557Z_webconnectivity_RU_25513_n1_MfHcofUSRkRA6lp8?input=http%3A%2F%2Fpornolab.net%2Fforum%2Findex.php%2F
go-krit.com,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220101T000238Z_webconnectivity_RU_31133_n1_jA8fzr6sMfM3Ux1e?input=http%3A%2F%2Fgo-krit.com%2F
hotgaylist.com,PORN,Pornography,https://explorer.ooni.org/measurement/20220101T000049Z_webconnectivity_RU_42668_n1_oYNC5nAdJF1DvO0N?input=http%3A%2F%2Fhotgaylist.com%2F
howtogrowmarijuana.com,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220101T000049Z_webconnectivity_RU_42668_n1_oYNC5nAdJF1DvO0N?input=http%3A%2F%2Fhowtogrowmarijuana.com%2F
www.khilafah.net,MILX,Terrorism and Militants,https://explorer.ooni.org/measurement/20220101T000049Z_webconnectivity_RU_42668_n1_oYNC5nAdJF1DvO0N?input=http%3A%2F%2Fkhilafah.net%2F
www.narkop.com,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220101T000420Z_webconnectivity_RU_51604_n1_oD4JbgzXGo0o8XwL?input=http%3A%2F%2Fwww.narkop.com%2F
www.usacasino.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220101T000420Z_webconnectivity_RU_51604_n1_oD4JbgzXGo0o8XwL?input=http%3A%2F%2Fwww.usacasino.com%2F
betway.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220316T005022Z_webconnectivity_RU_42668_n1_6ZkQ2TeXWqCckAwt?input=http%3A%2F%2Fbetway.com%2F
www.casinoking.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220316T005022Z_webconnectivity_RU_42668_n1_6ZkQ2TeXWqCckAwt?input=http%3A%2F%2Fwww.casinoking.com%2F
www.islamdin.com,MILX,Terrorism and Militants,https://explorer.ooni.org/measurement/20220316T005022Z_webconnectivity_RU_42668_n1_6ZkQ2TeXWqCckAwt?input=http%3A%2F%2Fwww.islamdin.com%2F
seedjah.com,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220316T005022Z_webconnectivity_RU_42668_n1_6ZkQ2TeXWqCckAwt?input=http%3A%2F%2Fwww.seedjah.com%2F
www.daymohk.org,MILX,Terrorism and Militants,https://explorer.ooni.org/measurement/20220316T005022Z_webconnectivity_RU_42668_n1_6ZkQ2TeXWqCckAwt?input=http%3A%2F%2Fwww.daymohk.org%2F
haamash.wordpress.com,MILX,Terrorism and Militants,https://explorer.ooni.org/measurement/20220316T005022Z_webconnectivity_RU_42668_n1_6ZkQ2TeXWqCckAwt?input=http%3A%2F%2Fhaamash.wordpress.com%2F
www.resistance88.com,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220316T005022Z_webconnectivity_RU_42668_n1_6ZkQ2TeXWqCckAwt?input=http%3A%2F%2Fwww.resistance88.com%2F
www.kavkazcenter.com,MILX,Terrorism and Militants,https://explorer.ooni.org/measurement/20220603T120951Z_webconnectivity_RU_29076_n1_AtKaCGoTm61sDAcx?input=https%3A%2F%2Fkavkazcenter.com%2F
tushkan.net,FILE,File-sharing,https://explorer.ooni.org/measurement/20220508T051145Z_webconnectivity_RU_8570_n1_8nwqo3bhe1qBbrQF?input=http%3A%2F%2Ftushkan.net%2F
nomer-org.website,COMT,Communication Tools,https://explorer.ooni.org/measurement/20220508T051145Z_webconnectivity_RU_8570_n1_8nwqo3bhe1qBbrQF?input=http%3A%2F%2Fnomer-org.website%2F
www.chechentimes.net,COMM,E-commerce,https://explorer.ooni.org/measurement/20220508T051517Z_webconnectivity_RU_48642_n1_MlK1p0DDMBXUZPEG?input=http%3A%2F%2Fwww.chechentimes.net%2F
pokerstars.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220111T115954Z_webconnectivity_RU_15774_n1_DY7btg4IGophs8cq?input=http%3A%2F%2Fwww.pokerstars.com%2F
proxy.org,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220111T112734Z_webconnectivity_RU_12389_n1_X39YAXpMqKpqmPLN?input=http%3A%2F%2Fproxy.org%2F
www.dailymotion.com,MMED,Media sharing,https://explorer.ooni.org/measurement/20220111T121107Z_webconnectivity_RU_35000_n1_MVqRtBoC97K74ojj?input=http%3A%2F%2Fwww.dailymotion.com%2F
www.linkedin.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220111T120735Z_webconnectivity_RU_12389_n1_i95wgADFtuby6mf8?input=http%3A%2F%2Fwww.linkedin.com%2F
www.riverbelle.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220111T112734Z_webconnectivity_RU_12389_n1_X39YAXpMqKpqmPLN?input=http%3A%2F%2Fwww.riverbelle.com%2F
www.europacasino.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220111T112734Z_webconnectivity_RU_12389_n1_X39YAXpMqKpqmPLN?input=http%3A%2F%2Fwww.europacasino.com%2F
www.annacasino.ru,GMB,Gambling,https://explorer.ooni.org/measurement/20220111T112734Z_webconnectivity_RU_12389_n1_X39YAXpMqKpqmPLN?input=http%3A%2F%2Fwww.annacasino.ru%2F
www.luckynugget.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220817T212315Z_webconnectivity_RU_12714_n1_JGk8BuRJhLgiobSo?input=http%3A%2F%2Fwww.luckynugget.com%2F
www.grandonline.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220111T112734Z_webconnectivity_RU_12389_n1_X39YAXpMqKpqmPLN?input=http%3A%2F%2Fwww.grandonline.com%2F
www.sportingbet.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220111T112734Z_webconnectivity_RU_12389_n1_X39YAXpMqKpqmPLN?input=http%3A%2F%2Fwww.sportingbet.com%2F
lifestream.aol.com,SRCH,Search Engines,https://explorer.ooni.org/measurement/20220801T000319Z_webconnectivity_RU_42668_n1_Uml5bgHwNF30bK30?input=http%3A%2F%2Flifestream.aol.com%2F
www.artnet.com,CULTR,Culture,https://explorer.ooni.org/measurement/20220117T071622Z_webconnectivity_RU_3216_n1_WHtJuOAUlHDUnHmu?input=http%3A%2F%2Fwww.artnet.com%2Fartists%2Fjock-sturges%2F
www.medinkur.ru,PUBH,Public Health,https://explorer.ooni.org/measurement/20220412T051056Z_webconnectivity_RU_25513_n1_0Ht4PI6cRs1JGW0l?input=http%3A%2F%2Fwww.medinkur.ru%2F
www.listock.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20221029T230951Z_webconnectivity_RU_35807_n1_uMkIvuHqWqdkLX1Y?input=http%3A%2F%2Fwww.listock.ru%2F
flibusta.is,MMED,Media sharing,https://explorer.ooni.org/measurement/20220316T005022Z_webconnectivity_RU_42668_n1_6ZkQ2TeXWqCckAwt?input=http%3A%2F%2Fflibusta.is%2F
lurkmore.to,CULTR,Culture,https://explorer.ooni.org/measurement/20220111T121532Z_webconnectivity_RU_34533_n1_G0ui9U2oEOk9KU4S?input=http%3A%2F%2Flurkmore.to%2F
kinozal.tv,FILE,File-sharing,https://explorer.ooni.org/measurement/20220111T112734Z_webconnectivity_RU_12389_n1_X39YAXpMqKpqmPLN?input=http%3A%2F%2Fkinozal.tv%2F
xs.gay.ru,LGBT,LGBT,https://explorer.ooni.org/measurement/20220101T000420Z_webconnectivity_RU_51604_n1_oD4JbgzXGo0o8XwL?input=http%3A%2F%2Fxs.gay.ru%2F
www.partypoker.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220101T000420Z_webconnectivity_RU_51604_n1_oD4JbgzXGo0o8XwL?input=http%3A%2F%2Fwww.partypoker.com%2F
ru.onlinecasinos5.ru,GMB,Gambling,https://explorer.ooni.org/measurement/20220101T000456Z_webconnectivity_RU_48092_n1_f6lSkyxixdOEmADL?input=http%3A%2F%2Fru.onlinecasinos5.ru%2F
www.goldenrivieracasino.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220117T080209Z_webconnectivity_RU_12389_n1_SRRHrfixOMoJ6sF9?input=http%3A%2F%2Fwww.goldenrivieracasino.com%2F
www.slotland.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220117T080209Z_webconnectivity_RU_12389_n1_SRRHrfixOMoJ6sF9?input=http%3A%2F%2Fwww.slotland.com%2F
search.aol.com,SRCH,Search Engines,https://explorer.ooni.org/measurement/20220731T091112Z_webconnectivity_RU_21127_n1_MaGLglTiP9CrYLoc?input=https%3A%2F%2Fsearch.aol.com%2F
new-rutor.org,FILE,File-sharing,https://explorer.ooni.org/measurement/20220316T005022Z_webconnectivity_RU_42668_n1_6ZkQ2TeXWqCckAwt?input=http%3A%2F%2Fnew-rutor.org%2F
seedoff.zannn.top,FILE,File-sharing,https://explorer.ooni.org/measurement/20220508T051517Z_webconnectivity_RU_48642_n1_MlK1p0DDMBXUZPEG?input=http%3A%2F%2Fseedoff.zannn.top%2F
www.rollitup.org,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220101T000955Z_webconnectivity_RU_35807_n1_BogA6KSKcKjFsDpo?input=http%3A%2F%2Fwww.rollitup.org%2F
kavkaz.tv,MILX,Terrorism and Militants,https://explorer.ooni.org/measurement/20220101T001259Z_webconnectivity_RU_12389_n1_nldKaJHgchNfvMFE?input=http%3A%2F%2Fkavkaz.tv%2F
vozrojdenie.crimea.ua,MILX,Terrorism and Militants,https://explorer.ooni.org/measurement/20220117T071622Z_webconnectivity_RU_3216_n1_WHtJuOAUlHDUnHmu?input=http%3A%2F%2Fvozrojdenie.crimea.ua%2Findex.php%2F
www.gotgayporn.com,PORN,Pornography,https://explorer.ooni.org/measurement/20220316T011326Z_webconnectivity_RU_25513_n1_9aepPyO1pOfKOn94?input=http%3A%2F%2Fwww.gotgayporn.com%2F
www.eurogrand.com,GMB,Gambling,https://explorer.ooni.org/measurement/20220101T000049Z_webconnectivity_RU_42668_n1_oYNC5nAdJF1DvO0N?input=http%3A%2F%2Fwww.eurogrand.com%2F
ru.rfi.fr,NEWS,News Media,https://explorer.ooni.org/measurement/20220817T213503Z_webconnectivity_RU_35807_n1_WGDbxgNleFyDIHE4?input=http%3A%2F%2Fru.rfi.fr%2F
www.blackberry.com,MMED,Media sharing,https://explorer.ooni.org/measurement/20220508T052740Z_webconnectivity_RU_48642_n1_GOeXq0lgkKjzK7JY?input=http%3A%2F%2Fblackberry.com%2F
guardster.com,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220111T130037Z_webconnectivity_RU_41668_n1_pXipoBjsDoIYY2fR?input=http%3A%2F%2Fguardster.com%2F
www.lostfilm.tv,FILE,File-sharing,https://explorer.ooni.org/measurement/20220220T204400Z_webconnectivity_RU_25513_n1_cIngrd0qT6i269Zm?input=http%3A%2F%2Flostfilm.tv
www.proxyweb.net,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220117T081411Z_webconnectivity_RU_12389_n1_1CxNC3fVVoF3Doqb?input=http%3A%2F%2Fwww.proxyweb.net%2F
www.metal-archives.com,CULTR,Culture,https://explorer.ooni.org/measurement/20220316T011557Z_webconnectivity_RU_8402_n1_XVyvVRMg6xsRNDb3?input=http%3A%2F%2Fwww.metal-archives.com%2F
twitter.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220508T052740Z_webconnectivity_RU_48642_n1_GOeXq0lgkKjzK7JY?input=http%3A%2F%2Ftwitter.com%2Fyouranonnews%2F
www.radioislam.org,NEWS,News Media,https://explorer.ooni.org/measurement/20220101T000049Z_webconnectivity_RU_42668_n1_oYNC5nAdJF1DvO0N?input=http%3A%2F%2Fwww.radioislam.org%2F
uacrisis.org,NEWS,News Media,https://explorer.ooni.org/measurement/20221001T210615Z_webconnectivity_RU_31205_n1_GtP8EoR3rFo2o7ug?input=http%3A%2F%2Fuacrisis.org%2F
facebook.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220704T010941Z_webconnectivity_RU_8359_n1_rSuSMNpWkgzPsX2P?input=http%3A%2F%2Ffacebook.com
xn--80aaifmgl1achx.xn--p1ai,GMB,Gambling,https://explorer.ooni.org/measurement/20220508T051517Z_webconnectivity_RU_48642_n1_MlK1p0DDMBXUZPEG?input=http%3A%2F%2Fxn--80aaifmgl1achx.xn--p1ai%2F
www.sobytiya.info,NEWS,News Media,https://explorer.ooni.org/measurement/20220316T012700Z_webconnectivity_RU_35807_n1_a9UcrEHnVUfTLpjh?input=http%3A%2F%2Fwww.sobytiya.info%2F
www.rferl.org,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20221210T030409Z_webconnectivity_RU_48642_n1_TQUouQdg4M5IEGWJ?input=https%3A%2F%2Fwww.rferl.org%2F
www.rfi.fr,NEWS,News Media,https://explorer.ooni.org/measurement/20221029T233655Z_webconnectivity_RU_35807_n1_fcrZZDCuMVR1s3R7?input=http%3A%2F%2Fwww.rfi.fr%2F
www.1gay.ru,LGBT,LGBT,https://explorer.ooni.org/measurement/20220117T071622Z_webconnectivity_RU_3216_n1_WHtJuOAUlHDUnHmu?input=http%3A%2F%2Fwww.1gay.ru%2F
www.instagram.com,GRP,Social Networking,https://explorer.ooni.org/measurement/20220730T190939Z_webconnectivity_RU_25159_n1_l5VaRkXlME1MsHQC?input=https%3A%2F%2Fwww.instagram.com%2F
www.thegailygrind.com,LGBT,LGBT,https://explorer.ooni.org/measurement/20221029T233655Z_webconnectivity_RU_35807_n1_fcrZZDCuMVR1s3R7?input=http%3A%2F%2Fwww.thegailygrind.com%2F
donbass.ua,NEWS,News Media,https://explorer.ooni.org/measurement/20220801T001340Z_webconnectivity_RU_31200_n1_txANZkGV8ez27Uo8?input=http%3A%2F%2Fdonbass.ua%2F
www.islamdin.biz,HATE,Hate Speech,https://explorer.ooni.org/measurement/20220101T001851Z_webconnectivity_RU_41668_n1_FLqBg7KcZ4yaUlA6?input=http%3A%2F%2Fwww.islamdin.biz%2F
uapolitics.com,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220817T223341Z_webconnectivity_RU_35807_n1_O8J0pVZ0dV6rbTYN?input=http%3A%2F%2Fuapolitics.com%2F
www.porjati.net,MMED,Media sharing,https://explorer.ooni.org/measurement/20220701T151835Z_webconnectivity_RU_25513_n1_4TLjbZ0C9mgq7xwY?input=http%3A%2F%2Fwww.porjati.net%2F
www.xgay.ru,LGBT,LGBT,https://explorer.ooni.org/measurement/20220730T193423Z_webconnectivity_RU_51341_n1_psFu6xgX0mo7Fd1T?input=http%3A%2F%2Fwww.xgay.ru%2Ftogether%2F
video.mivzakon.co.il,NEWS,News Media,https://explorer.ooni.org/measurement/20220316T010545Z_webconnectivity_RU_51813_n1_Dc58Fu3ZgjcOqTch?input=http%3A%2F%2Fvideo.mivzakon.co.il%2F9siLUt8iuJE%2F%C3%90%C5%B8%C3%90%C5%BE%C3%90%C2%A1%C3%90%E2%80%BA%C3%90%E2%80%A2%C3%90%E2%80%9D%C3%90%C2%9D%C3%90%CB%9C%C3%90%E2%80%A2_%C3%90%C2%A1%C3%90%C5%BE%C3%90%E2%80%98%C3%90%C2%AB%C3%90%C2%A2%C3%90%CB%9C%C3%90%C2%AF_%C3%90%CB%9C%C3%91%C2%81%C3%90%C2%BB%C3%91%C2%8F%C3%90%C2%BC%C3%90%C2%BE%C3%90%C2%B2_%C3%90%C2%BE_%C3%90%C2%BA%C3%91%E2%82%AC%C3%91%E2%80%B9%C3%90%C2%BC%C3%91%C2%81%C3%90%C2%BA%C3%90%C2%BE%C3%91%E2%80%9A%C3%90%C2%B0%C3%91%E2%80%9A%C3%90%C2%B0%C3%91%E2%82%AC%C3%91%C2%81%C3%90%C2%BA%C3%90%C2%BE%C3%90%C2%BC_%C3%90%C2%B1%C3%90%C2%B0%C3%91%E2%80%9A%C3%90%C2%B0%C3%90%C2%BB%C3%91%C5%92%C3%90%C2%BE%C3%90%C2%BD%C3%90%C2%B5_%C3%91%C2%8D%C3%90%C2%BD%C3%90%C2%B5%C3%91%E2%82%AC%C3%90%C2%B3%C3%90%C2%B5%C3%91%E2%80%9A%C3%90%C2%B8%C3%91%E2%80%A1%C3%90%C2%B5%C3%91%C2%81%C3%90%C2%BA%C3%90%C2%BE%C3%90%C2%B9_%C3%90%C2%B1%C3%90%C2%BB%C3%90%C2%BE%C3%90%C2%BA%C3%90%C2%B0%C3%90%C2%B4%C3%90%C2%B5_%C3%90%C2%B8_%C3%90%C2%BA%C3%90%C2%BE%C3%90%C2%BD%C3%91%E2%80%9A%C3%91%E2%82%AC%C3%90%C2%B0%C3%90%C2%B1%C3%90%C2%B0%C3%90%C2%BD%C3%90%C2%B4%C3%90%C2%B5.html%2F
www.xvideos.com,PORN,Pornography,https://explorer.ooni.org/measurement/20220111T134159Z_webconnectivity_RU_35807_n1_Q75HxgwbDphPRbnf?input=http%3A%2F%2Fwww.xvideos.com%2F
bitcoin.org,COMM,E-commerce,https://explorer.ooni.org/measurement/20220216T001125Z_webconnectivity_RU_51813_n1_oEgCm2IYHhOnq5tC?input=https%3A%2F%2Fbitcoin.org%2F
www.pravda.info,NEWS,News Media,https://explorer.ooni.org/measurement/20220111T135937Z_webconnectivity_RU_35807_n1_EAnmsfnMRhFzrNfF?input=http%3A%2F%2Fwww.pravda.info%2F
zhurnal.lib.ru,CULTR,Culture,https://explorer.ooni.org/measurement/20220215T102104Z_webconnectivity_RU_25513_n1_VJoxXvDYTIEYGg1Q?input=http%3A%2F%2Fzhurnal.lib.ru%2F
www.deathmetal.org,CULTR,Culture,https://explorer.ooni.org/measurement/20220817T230001Z_webconnectivity_RU_35807_n1_tY9hqJoKs1wN44eZ?input=http%3A%2F%2Fwww.deathmetal.org%2F
holod.media,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fholod.media
kinokrad.co,FILE,File-sharing,https://explorer.ooni.org/measurement/20220817T230711Z_webconnectivity_RU_42511_n1_v1P9dyb8AcWiPRFF?input=https%3A%2F%2Fkinokrad.co%2F
openuni.io,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220817T230711Z_webconnectivity_RU_42511_n1_v1P9dyb8AcWiPRFF?input=https%3A%2F%2Fopenuni.io%2F
psiphon.ca,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fpsiphon.ca
qha.com.ua,NEWS,News Media,https://explorer.ooni.org/measurement/20220817T230711Z_webconnectivity_RU_42511_n1_v1P9dyb8AcWiPRFF?input=https%3A%2F%2Fqha.com.ua%2F
republic.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Frepublic.ru
riseup.net,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Friseup.net
ru.krymr.com,NEWS,News Media,https://explorer.ooni.org/measurement/20220817T230711Z_webconnectivity_RU_42511_n1_v1P9dyb8AcWiPRFF?input=https%3A%2F%2Fru.krymr.com%2Fradio%2Fschedule%2F103%2F
rusplt.ru,NEWS,News Media,https://explorer.ooni.org/measurement/20220817T230711Z_webconnectivity_RU_42511_n1_v1P9dyb8AcWiPRFF?input=https%3A%2F%2Frusplt.ru%2F
www.nazi-lauck-nsdapao.com,HATE,Hate Speech,https://explorer.ooni.org/measurement/20220603T140532Z_webconnectivity_RU_8427_n1_AQFbGdflNOqKsEG8?input=http%3A%2F%2Fwww.nazi-lauck-nsdapao.com%2F
love.mail.ru,DATE,Online Dating,https://explorer.ooni.org/measurement/20220101T020029Z_webconnectivity_RU_15493_n1_Vlz61131nZozNVJu?input=https%3A%2F%2Flove.mail.ru%2F
